"","year","pitch","pitch_count","sum_whiffs","sum_swings","sum_takes","sum_abs","sum_hits","mean_spin_rate","mean_velocity","mean_release_extension","mean_effective_speed","mean_eff_min_vel","mean_iso","mean_babip","mean_slg","mean_woba","mean_xwoba","mean_xba","mean_launch_speed","mean_launch_angle","ba","swing_percentage","whiff_percentage","contact_rate","take_percentage"
"52","2016","Fastball",256112,22447,119624,136488,NA,NA,2266.56089132879,93.2252541856688,6.20014142250266,92.5827046370338,-0.64312683513463,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467076903854564,0.187646291714037,0.812353708285963,0.532923096145436
"53","2016","Sinker",144019,9271,65460,78558,NA,NA,NA,92.411531117422,6.13551385581069,91.5981571875933,-0.814312694852763,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454523361500913,0.141628475404827,0.858371524595173,0.545469694970802
"54","2016","Slider",105886,17680,52005,53880,NA,NA,2287.62210301645,84.9536284305763,5.85834973462025,83.9726909128686,-0.979076554029805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491141416240107,0.339967310835497,0.660032689164503,0.508849139640746
"55","2017","Change",71017,11187,36429,34588,NA,NA,1770.83696861315,84.1837883886957,6.11047537913457,83.8663696016447,-0.316515763831195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512961685230297,0.30709050481759,0.69290949518241,0.487038314769703
"56","2017","Curveball",56142,7021,22487,33655,NA,NA,2499.86812012397,77.8746695878309,5.71707117665919,76.8697463574508,-1.00770902354743,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40053792169855,0.312224841019256,0.687775158980744,0.59946207830145
"57","2017","Cutter",38296,4968,19429,18867,NA,NA,2339.14649049509,88.3764074576979,5.97875156674326,88.0227407562147,-0.355621997075413,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507337580948402,0.255700241906429,0.744299758093572,0.492662419051598
"58","2017","Fastball",247527,22838,115953,131573,NA,NA,2260.66170963168,93.2457877322474,6.17460644697346,92.9279130761493,-0.318455764421659,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468445866511532,0.196959112743957,0.803040887256043,0.531550093525151
"59","2017","Sinker",149710,9618,68016,81694,NA,NA,2146.14179413533,92.1774069868412,6.10653510119564,91.7853733217554,-0.392387282078686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454318348807695,0.141407904022583,0.858592095977417,0.545681651192305
"60","2017","Slider",115484,19627,55337,60147,NA,NA,2370.70936233591,84.4994830452704,5.8102220220983,83.7847090506044,-0.714171660143396,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479174604274185,0.354681316298318,0.645318683701682,0.520825395725815
"61","2018","Change",73875,11693,37930,35945,NA,NA,1773.57336040609,84.2312920473773,6.07430429780034,83.92755357022,-0.302025042301184,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513434856175973,0.308278407592934,0.691721592407066,0.486565143824027
